"","BASIN","PROG_CODE","SITE_NAME","SITE_LOCT","COL_DATE","COL_TIME","Lat","Long","huc08","dt","year","Total_N","AMMONIA","CHLORIDE","DISOXY","NITRATE","NITRITE","PHFIELD","SPEC_COND","TDS","PHOSPHU","TSS","KJELDAHL","ATRAZIN","CHLOROPH","FECCOLI"
"17630","SMOKY-SALINE RIVER BASIN","SC","SC739","","8/16/10",1008,38.74888,-100.448114,10260003,2482.05283564815,2010,5.412,0.434,23.307,4.67,2.076,0.184,7.3,2133,2183.763,0.919,1524,3.152,0.3,NA,NA
"17631","SMOKY-SALINE RIVER BASIN","SC","SC739","","11/15/10",1154,38.74888,-100.448114,10260003,2573.12644675926,2010,2.59,0.1,81.187,11.53,1.598,0.185,7.73,2271,1729.797,0.025,17,0.807,NA,NA,NA
"17632","SMOKY-SALINE RIVER BASIN","SC","SC739","","3/21/11",1011,38.74888,-100.448114,10260003,2699.05491898148,2011,1.8846,0.1,83.6212,8.93,1.0444,0.0522,7.51,2293,1791.9291,0.05,68,0.788,0.3,NA,NA
"17633","SMOKY-SALINE RIVER BASIN","SC","SC739","","6/20/11",1016,38.74888,-100.448114,10260003,2790.0583912037,2011,4.8731,0.309,30.2885,5.12,2.6765,0.1686,7.22,2067,1828.9715,0.274,388,2.028,NA,NA,NA
"17634","SMOKY-SALINE RIVER BASIN","SC","SC739","","9/19/11",925,38.74888,-100.448114,10260003,2881.02297453704,2011,0.694,0.161,82.389,8.8,0.1,0.05,7.47,2094,1704.8135,0.069,52,0.619,0.3,NA,NA
"17635","SMOKY-SALINE RIVER BASIN","SC","SC739","","12/5/11",950,38.74888,-100.448114,10260003,2958.04033564815,2011,2.2988,0.1,88.4755,NA,1.6198,0.05,7.6,2337,1855.3758,0.093,12,0.654,NA,NA,NA
"17636","SMOKY-SALINE RIVER BASIN","SC","SC739","","1/23/12",1120,38.74888,-100.448114,10260003,3007.10283564815,2012,1.9546,0.1,81.539,12.35,1.0956,0.084,7.7,2042,1711.4509,0.084,10,0.775,NA,NA,NA
"17637","SMOKY-SALINE RIVER BASIN","SC","SC739","","4/10/12",958,38.74888,-100.448114,10260003,3085.0458912037,2012,1.2822,0.1,67.8172,8.02,0.4862,0.05,7.76,1937,1529.3659,0.228,84,0.771,0.3,NA,NA
"17638","SMOKY-SALINE RIVER BASIN","SC","SC739","","2/18/13",1030,38.74888,-100.448114,10260003,3399.06811342593,2013,0.417,0.1,81.8172,11.64,0.1,0.05,7.5,2057,1663.9645,0.02,62,0.342,0.3,NA,NA
"17639","SMOKY-SALINE RIVER BASIN","SC","SC739","","5/20/13",1033,38.74888,-100.448114,10260003,3490.07019675926,2013,2.2175,0.1,38.6233,8.85,0.8675,0.058,7.2,1791,1402.4908,0.047,49,1.292,0.3,NA,NA
"17640","SMOKY-SALINE RIVER BASIN","SC","SC739","","8/19/13",1100,38.74888,-100.448114,10260003,3581.08894675926,2013,1.9392,0.509,39.3702,5.4,0.3798,0.0894,7.2,1763,1443.2341,0.036,29,1.47,0.3,NA,NA
"17641","SMOKY-SALINE RIVER BASIN","SC","SC739","","11/18/13",1015,38.74888,-100.448114,10260003,3672.05769675926,2013,0.632,0.1,70.03,10.82,0.1,0.05,7.2,2013,1573.5885,0.02,10,0.557,NA,NA,NA
"17642","SMOKY-SALINE RIVER BASIN","SC","SC739","","3/17/14",1000,38.74888,-100.448114,10260003,3791.04728009259,2014,1.095,0.1,77,9.3,0.38,0.05,7.6,2000,1700,0.023,10,0.69,NA,NA,NA
"17643","SMOKY-SALINE RIVER BASIN","SC","SC739","","6/23/14",1145,38.74888,-100.448114,10260003,3889.12019675926,2014,1.77,0.1,45,5,0.57,0.1,7.4,1700,1400,0.086,89,1.1,0.77,NA,NA
"17644","SMOKY-SALINE RIVER BASIN","SC","SC739","","9/22/14",1123,38.74888,-100.448114,10260003,3980.10491898148,2014,1.625,0.24,73,4.7,0.7,0.05,7,2000,1600,0.05,39,0.9,0.3,NA,NA
"17645","SMOKY-SALINE RIVER BASIN","SC","SC739","","12/15/14",1101,38.74888,-100.448114,10260003,4064.0896412037,2014,1.075,0.1,70,10,0.42,0.05,7.7,1900,1500,0.02,39,0.63,NA,NA,NA
"17646","SMOKY-SALINE RIVER BASIN","SC","SC739","","1/26/15",1019,38.74888,-100.448114,10260003,4106.06047453704,2015,0.675,0.13,75,9,0.14,0.05,7.1,1900,1600,0.035,20,0.51,0.3,NA,NA
"17647","SMOKY-SALINE RIVER BASIN","SC","SC739","","4/6/15",1128,38.74888,-100.448114,10260003,4176.1083912037,2015,0.745,0.11,75,6.8,0.1,0.05,7.3,2100,1700,0.036,30,0.67,NA,NA,NA
"17648","SMOKY-SALINE RIVER BASIN","SC","SC739","","7/6/15",1101,38.74888,-100.448114,10260003,4267.0896412037,2015,2.63,0.22,67,3.5,0.71,0.12,7.3,2200,1800,0.13,120,1.8,0.3,NA,NA
"17649","SMOKY-SALINE RIVER BASIN","SC","SC739","","10/5/15",1150,38.74888,-100.448114,10260003,4358.12366898148,2015,0.865,0.1,69,7.1,0.1,0.05,7.3,1900,1500,0.12,45,0.79,0.3,NA,NA
"17650","SMOKY-SALINE RIVER BASIN","SC","SC739","","2/15/16",1114,38.74888,-100.448114,10260003,4491.09866898148,2016,0.685,0.11,57,12.3,0.17,0.05,7.4,1700,1300,0.025,11,0.49,NA,NA,NA
"17651","SMOKY-SALINE RIVER BASIN","SC","SC739","","5/23/16",1047,38.74888,-100.448114,10260003,4589.07991898148,2016,1.075,0.1,61,7,0.1,0.05,7.5,1900,1300,0.039,55,1,0.3,NA,NA
"17652","SMOKY-SALINE RIVER BASIN","SC","SC739","","8/29/16",1122,38.74888,-100.448114,10260003,4687.10422453704,2016,0.875,0.11,64,3.4,0.1,0.05,7.1,2000,1600,0.044,42,0.8,NA,NA,NA
"17653","SMOKY-SALINE RIVER BASIN","SC","SC739","","11/7/16",1230,38.74888,-100.448114,10260003,4757.15144675926,2016,0.675,0.1,69,6.2,0.1,0.05,7.4,2000,1600,0.04,60,0.6,0.3,NA,NA
"17654","SMOKY-SALINE RIVER BASIN","SC","SC739","","3/6/17",1125,38.74888,-100.448114,10260003,4876.10630787037,2017,0.745,0.1,79,9.1,0.1,0.05,7.6,2100,1600,0.071,67,0.67,0.3,NA,NA
"17655","SMOKY-SALINE RIVER BASIN","SC","SC739","","6/19/17",1114,38.74888,-100.448114,10260003,4981.09866898148,2017,1.175,0.1,69,5.3,0.1,0.05,7.4,2000,1500,0.052,53,1.1,0.3,NA,NA
"17656","SMOKY-SALINE RIVER BASIN","SC","SC739","","9/18/17",1102,38.74888,-100.448114,10260003,5072.09033564815,2017,1.34,0.1,95,NA,0.1,0.43,7.3,2300,1800,0.039,35,0.86,0.3,NA,NA
"17657","SMOKY-SALINE RIVER BASIN","SC","SC739","","12/11/17",1149,38.74888,-100.448114,10260003,5156.12297453704,2017,0.475,0.1,65,11,0.1,0.05,7,1900,1400,0.02,13,0.4,NA,NA,NA
"17658","SMOKY-SALINE RIVER BASIN","SC","SC739","","1/29/18",1150,38.74888,-100.448114,10260003,5205.12366898148,2018,0.625,0.1,56,11,0.1,0.05,7.2,1600,1200,0.063,14,0.55,NA,NA,NA
"17659","SMOKY-SALINE RIVER BASIN","SC","SC739","","4/23/18",1140,38.74888,-100.448114,10260003,5289.11672453704,2018,0.575,0.1,79,8.4,0.1,0.05,7.5,2000,1500,0.048,40,0.5,0.3,NA,NA
"17660","SMOKY-SALINE RIVER BASIN","SC","SC739","","7/9/18",1130,38.74888,-100.448114,10260003,5366.10978009259,2018,1.075,0.1,59,2.2,0.1,0.05,7.3,1800,1300,0.086,84,1,0.3,NA,NA
"17661","SMOKY-SALINE RIVER BASIN","SC","SC739","","5/6/19",1134,38.74888,-100.448114,10260003,5667.11255787037,2019,2.125,0.1,72,6.4,1,0.05,7.6,2000,1600,0.16,91,1.1,NA,NA,NA
"17662","SMOKY-SALINE RIVER BASIN","SC","SC739","","8/5/19",1113,38.74888,-100.448114,10260003,5758.09797453704,2019,0.615,0.1,86,7.8,0.1,0.05,7.8,2000,1600,0.035,41,0.54,0.3,NA,NA
"17663","SMOKY-SALINE RIVER BASIN","SC","SC739","","11/18/19",1122,38.74888,-100.448114,10260003,5863.10422453704,2019,0.935,0.1,84,10,0.41,0.05,8,1900,1588,0.13,25,0.5,0.3,NA,NA
"17664","SMOKY-SALINE RIVER BASIN","SC","SC739","","9/21/20",916,38.74888,-100.448114,10260003,6171.01672453704,2020,0.705,0.1,81,7,0.1,0.05,8.6,1800,1600,0.06,69,0.63,NA,NA,NA
"17665","SMOKY-SALINE RIVER BASIN","SC","SC739","","12/14/20",927,38.74888,-100.448114,10260003,6255.02436342593,2020,0.475,0.1,98,11.5,0.1,0.05,8.6,2200,1800,0.048,52,0.4,0.3,NA,NA
"17666","SMOKY-SALINE RIVER BASIN","SC","SC739","","7/19/21",850,38.74888,-100.448114,10260003,6471.99866898148,2021,3.375,0.99,51,3.5,0.25,0.05,7.3,1900,1700,0.089,110,3.1,0.46,NA,NA
"17667","SMOKY-SALINE RIVER BASIN","SC","SC739","","7/22/24",855,38.74888,-100.448114,10260003,7571.0021412037,2024,0.665,0.1,81,NA,0.1,0.05,7.7,1900,1600,0.23,10,0.59,0.3,NA,NA
"17668","NEOSHO RIVER BASIN","SC","SC740","","11/12/03",1017,38.269503,-95.959231,11070201,13.0590856481481,2003,0.432,0.1,29.43,8.2,0.13,0.05,7.8,642.5,399.523,0.085,10,0.277,0.3,NA,160
"17669","NEOSHO RIVER BASIN","SC","SC740","","1/18/07",920,38.269503,-95.959231,11070201,1176.01950231481,2007,1.453,0.1,56.37,10.2,0.25,0.05,7.4,877.1,552.909,0.075,41,1.178,NA,NA,NA
"17670","NEOSHO RIVER BASIN","SC","SC740","","3/14/07",921,38.269503,-95.959231,11070201,1231.02019675926,2007,1.042,0.1,25.75,9.3,0.1,0.05,7.8,578.5,338.342,0.07,10,0.967,0.3,NA,NA
"17671","NEOSHO RIVER BASIN","SC","SC740","","3/14/07",926,38.269503,-95.959231,11070201,1231.02366898148,2007,0.858,0.1,25.89,9.2,0.1,0.05,7.8,587,338.463,0.06,10,0.783,0.3,NA,NA
"17672","NEOSHO RIVER BASIN","SC","SC740","","5/2/07",909,38.269503,-95.959231,11070201,1280.01186342593,2007,1.4,0.1,7.73,7.98,0.1,0.05,7.7,441.3,252.499,0.164,78,1.325,NA,NA,NA
"17673","NEOSHO RIVER BASIN","SC","SC740","","7/18/07",915,38.269503,-95.959231,11070201,1357.01603009259,2007,6.029,0.1,6.29,10.66,5.02,0.05,8.2,431.8,292.117,0.117,10,0.984,0.33,NA,NA
"17674","NEOSHO RIVER BASIN","SC","SC740","","9/5/07",919,38.269503,-95.959231,11070201,1406.01880787037,2007,0.816,0.1,25.03,6.17,0.1,0.05,7.5,654.7,420.123,0.08,27,0.741,NA,NA,NA
"17675","NEOSHO RIVER BASIN","SC","SC740","","11/14/07",915,38.269503,-95.959231,11070201,1476.01603009259,2007,1.036,0.1,25.08,6.49,0.47,0.05,7.2,712.4,435.426,0.161,10,0.541,0.3,NA,NA
"17676","NEOSHO RIVER BASIN","SC","SC740","","1/19/11",1026,38.269503,-95.959231,11070201,2638.06533564815,2011,1.532,0.1,31.014,13.28,1.06,0.085,8.1,873.2,539.433,0.033,10,0.387,0.3,NA,NA
"17677","NEOSHO RIVER BASIN","SC","SC740","","4/12/11",920,38.269503,-95.959231,11070201,2721.01950231481,2011,0.521,0.149,10.6301,7.98,0.1,0.05,8,622.1,367.0611,0.034,10,0.446,0.3,NA,NA
"17678","NEOSHO RIVER BASIN","SC","SC740","","7/6/11",914,38.269503,-95.959231,11070201,2806.01533564815,2011,1.3031,0.1,13.5657,5.82,0.1661,0.05,7.6,490.1,287.6994,0.17,31,1.112,1.18,NA,NA
"17679","NEOSHO RIVER BASIN","SC","SC740","","2/3/15",909,38.269503,-95.959231,11070201,4114.01186342593,2015,1.795,0.1,9.5,13,0.47,0.05,7.4,450,280,0.23,18,1.3,0.3,NA,NA
"17680","NEOSHO RIVER BASIN","SC","SC740","","5/27/15",922,38.269503,-95.959231,11070201,4227.0208912037,2015,1.385,0.1,3.3,7.8,0.39,0.05,7.5,270,170,0.19,27,0.97,NA,NA,NA
"17681","NEOSHO RIVER BASIN","SC","SC740","","8/4/15",915,38.269503,-95.959231,11070201,4296.01603009259,2015,1.315,0.15,13,5.6,0.35,0.05,7.4,600,360,0.096,36,0.94,0.3,NA,NA
"17682","NEOSHO RIVER BASIN","SC","SC740","","3/11/19",921,38.269503,-95.959231,11070201,5611.02019675926,2019,1.255,0.1,12,13,0.55,0.05,7.8,570,330,0.089,11,0.68,0.3,NA,NA
"17683","NEOSHO RIVER BASIN","SC","SC740","","6/11/19",917,38.269503,-95.959231,11070201,5703.01741898148,2019,1.045,0.1,2.9,4.9,0.21,0.05,7.4,260,140,0.2,10,0.81,NA,NA,NA
"17684","NEOSHO RIVER BASIN","SC","SC740","","9/4/19",924,38.269503,-95.959231,11070201,5788.02228009259,2019,1.575,0.1,6.4,6.4,0.45,0.05,7.4,330,190,0.11,23,1.1,0.3,NA,NA
"17685","NEOSHO RIVER BASIN","SC","SC740","","12/11/19",847,38.269503,-95.959231,11070201,5885.99658564815,2019,1.125,0.1,26,11,0.33,0.05,7.8,770,460,0.43,10,0.77,NA,NA,NA
"17686","NEOSHO RIVER BASIN","SC","SC740","","1/31/23",734,38.269503,-95.959231,11070201,7032.9458912037,2023,1.125,0.1,41,NA,1,0.05,7.9,750,470,0.02,14,0.2,0.3,NA,NA
"17687","NEOSHO RIVER BASIN","SC","SC740","","4/25/23",700,38.269503,-95.959231,11070201,7116.92228009259,2023,0.845,0.1,8.7,NA,0.27,0.05,7.8,370,280,0.23,50,0.55,NA,NA,NA
"17688","NEOSHO RIVER BASIN","SC","SC740","","7/31/23",737,38.269503,-95.959231,11070201,7213.94797453704,2023,0.745,0.1,18,NA,0.1,0.05,7.5,410,290,0.15,54,0.67,0.32,NA,NA
"17689","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC741","","3/15/04",1116,39.700794,-96.754517,10270207,137.10005787037,2004,2.792,0.104,25.7,10.5,1.56,0.05,8,536,365.54,0.395,93,1.207,NA,NA,NA
"17690","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC741","","5/17/04",1220,39.700794,-96.754517,10270207,200.144502314815,2004,2.953,0.114,22.8,8,1.69,0.06,8.1,484.7,352.949,0.495,268,1.203,13,NA,NA
"17691","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC741","","5/17/04",1225,39.700794,-96.754517,10270207,200.147974537037,2004,3.104,0.121,23.47,8.5,1.72,0.06,8.1,495.3,357.872,0.541,240,1.324,14,NA,NA
"17692","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC741","","7/19/04",1100,39.700794,-96.754517,10270207,263.088946759259,2004,1.391,0.1,23.82,8.1,0.1,0.05,9.1,497.8,334.929,0.567,113,1.316,NA,NA,NA
"17693","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC741","","9/20/04",1128,39.700794,-96.754517,10270207,326.108391203704,2004,0.584,0.1,57.05,9,0.1,0.05,8.5,737.3,445.225,0.262,17,0.509,0.41,NA,NA
"17694","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC741","","11/15/04",1100,39.700794,-96.754517,10270207,382.088946759259,2004,0.517,0.1,41.83,12.3,0.1,0.05,8.2,646.1,390.089,0.19,10,0.442,NA,NA,NA
"17695","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC741","","2/14/05",1057,39.700794,-96.754517,10270207,473.086863425926,2005,6.416,0.288,13.46,12.1,2.08,0.05,7.6,316,290.481,1.072,804,4.286,0.92,NA,NA
"17696","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC741","","4/18/05",1137,39.700794,-96.754517,10270207,536.114641203704,2005,2.578,0.1,20.82,8.5,1.23,0.05,7.8,533,369.599,0.465,156,1.323,NA,NA,NA
"17697","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC741","","6/13/05",1022,39.700794,-96.754517,10270207,592.06255787037,2005,7.28,0.1,6.54,7.6,3.06,0.07,7.5,268.7,289.914,1.234,1092,4.15,17,NA,NA
"17698","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC741","","8/15/05",943,39.700794,-96.754517,10270207,655.035474537037,2005,3.895,0.1,4.35,7.3,0.82,0.05,7,173,228.03,1.219,1040,3.05,NA,NA,NA
"17699","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC741","","10/17/05",1129,39.700794,-96.754517,10270207,718.109085648148,2005,0.303,0.1,33.98,9.8,0.1,0.05,8,658.6,383.649,0.229,10,0.228,0.3,NA,NA
"17700","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC741","","12/19/05",1018,39.700794,-96.754517,10270207,781.059780092593,2005,1.721,0.1,35.49,13.3,1.51,0.05,7.6,751.9,472.586,0.178,10,0.186,NA,NA,NA
"17701","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC741","","1/23/06",1001,39.700794,-96.754517,10270207,816.047974537037,2006,1.688,0.1,35.91,13,1.22,0.05,7.8,657.4,408.761,0.224,18,0.443,NA,NA,NA
"17702","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC741","","5/15/06",1107,39.700794,-96.754517,10270207,928.09380787037,2006,1.577,0.1,30.52,10.4,0.56,0.05,8.2,573.7,366.674,0.342,88,0.992,NA,NA,NA
"17703","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC741","","7/17/06",1111,39.700794,-96.754517,10270207,991.096585648148,2006,3.401,0.1,39.99,8.6,0.1,0.05,8.7,400.5,261.007,0.694,320,3.326,1.8,NA,NA
"17704","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC741","","9/18/06",942,39.700794,-96.754517,10270207,1054.03478009259,2006,2.695,0.1,7.88,5.6,0.4,0.05,7.1,208.6,210.174,0.896,812,2.27,NA,NA,NA
"17705","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC741","","11/13/06",1026,39.700794,-96.754517,10270207,1110.06533564815,2006,0.316,0.1,42.71,11.9,0.14,0.05,8,653.4,379.816,0.155,10,0.151,0.3,NA,NA
"17706","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC741","","2/19/07",1112,39.700794,-96.754517,10270207,1208.09728009259,2007,2.231,0.154,39.32,11.2,1.54,0.05,7.4,641,405.296,0.227,19,0.666,NA,NA,NA
"17707","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC741","","4/16/07",1024,39.700794,-96.754517,10270207,1264.06394675926,2007,1.962,0.1,26.87,9.6,0.84,0.05,7.9,588,378.41,0.322,93,1.097,0.31,NA,NA
"17708","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC741","","6/18/07",1330,39.700794,-96.754517,10270207,1327.19311342593,2007,4.436,0.1,13.35,7.76,2.16,0.05,7.7,398.8,353.363,1.182,776,2.251,NA,NA,NA
"17709","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC741","","8/20/07",1120,39.700794,-96.754517,10270207,1390.10283564815,2007,0.981,0.1,38.97,8.08,0.1,0.05,8.3,610.9,388.284,0.436,44,0.906,0.48,NA,NA
"17710","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC741","","8/20/07",1125,39.700794,-96.754517,10270207,1390.10630787037,2007,0.849,0.1,38.45,7.85,0.1,0.05,8.3,613.7,380.52,0.465,35,0.774,0.46,NA,NA
"17711","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC741","","10/15/07",1022,39.700794,-96.754517,10270207,1446.06255787037,2007,8.096,0.1,4.28,7.74,1.56,0.05,7.3,206.9,241.848,1.76,1970,6.511,NA,NA,NA
"17712","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC741","","12/17/07",1032,39.700794,-96.754517,10270207,1509.06950231481,2007,2.449,0.1,29.81,13.13,1.63,0.05,7.8,690.8,431.479,0.239,13,0.794,2.4,NA,NA
"17713","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC741","","1/28/08",1014,39.700794,-96.754517,10270207,1551.05700231481,2008,2.492,0.453,31,12.58,1.49,0.05,7.5,802,518,0.213,17,0.977,0.45,NA,NA
"17714","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC741","","3/17/08",957,39.700794,-96.754517,10270207,1600.04519675926,2008,1.378,0.1,27.87,11.75,0.81,0.05,7.8,696.6,438.333,0.265,33,0.543,NA,NA,NA
"17715","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC741","","5/19/08",945,39.700794,-96.754517,10270207,1663.03686342593,2008,1.535,0.1,26.24,10.22,0.33,0.05,8,710.8,438.746,0.273,47,1.18,8.6,NA,NA
"17716","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC741","","7/21/08",1006,39.700794,-96.754517,10270207,1726.05144675926,2008,4.921,0.1,2.78,7.61,1.15,0.05,6.9,186.6,271.915,1.572,1516,3.746,NA,NA,NA
"17717","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC741","","9/15/08",1010,39.700794,-96.754517,10270207,1782.05422453704,2008,3.353,0.1,10.87,9.9,0.93,0.05,7,391.9,292.765,0.763,482,2.398,0.64,NA,NA
"17718","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC741","","11/17/08",959,39.700794,-96.754517,10270207,1845.04658564815,2008,1.779,0.1,22.1,11.83,0.83,0.05,7.9,699.8,423.256,0.484,39,0.924,NA,NA,NA
"17719","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC741","","2/16/09",1007,39.700794,-96.754517,10270207,1936.0521412037,2009,1.352,0.1,31.64,13.64,1.07,0.05,7.7,711.4,425.445,0.148,12,0.257,0.3,NA,NA
"17720","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC741","","4/20/09",1045,39.700794,-96.754517,10270207,1999.07853009259,2009,1.272,0.1,35.328,11.66,0.314,0.05,7.9,672.1,410.734,0.209,34,0.933,NA,NA,NA
"17721","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC741","","6/8/09",1114,39.700794,-96.754517,10270207,2048.09866898148,2009,3.771,0.1,22.676,8.51,2.039,0.05,7.7,580.9,401.842,0.584,254,1.707,5.1,NA,NA
"17722","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC741","","10/12/09",1111,39.700794,-96.754517,10270207,2174.09658564815,2009,1.191,0.1,41.273,13,0.63,0.05,7.7,755.6,465.254,0.214,22,0.536,0.47,NA,NA
"17723","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC741","","12/14/09",1041,39.700794,-96.754517,10270207,2237.07575231481,2009,2.844,0.111,45.407,11.67,2.255,0.074,7.2,873.4,552.099,0.22,13,0.515,NA,NA,NA
"17724","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC741","","2/1/10",1206,39.700794,-96.754517,10270207,2286.13478009259,2010,2.867,0.215,19.803,12.97,1.871,0.05,7.7,630.4,413.403,0.413,57,0.971,0.3,NA,NA
"17725","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC741","","5/3/10",1146,39.700794,-96.754517,10270207,2377.1208912037,2010,9.132,0.55,8.874,8.48,3.868,0.242,7.4,390.8,377.752,1.636,1244,5.022,NA,NA,NA
"17726","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC741","","8/2/10",1133,39.700794,-96.754517,10270207,2468.11186342593,2010,1.692,0.1,33.803,9.51,0.1,0.05,7.8,712,452.598,0.353,108,1.617,0.44,NA,NA
"17727","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC741","","11/1/10",1126,39.700794,-96.754517,10270207,2559.10700231481,2010,0.484,0.1,33.894,11.4,0.1,0.05,8.2,781.5,483.602,0.148,13,0.409,NA,NA,NA
"17728","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC741","","3/7/11",1114,39.700794,-96.754517,10270207,2685.09866898148,2011,2.2696,0.1,28.6342,12.2,1.6226,0.065,8.2,779.6,495.4344,0.278,43,0.582,0.3,NA,NA
"17729","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC741","","6/6/11",1124,39.700794,-96.754517,10270207,2776.10561342593,2011,3.351,0.1,13.34,6.89,1.7303,0.0757,8,434,331.8125,0.936,468,1.545,NA,NA,NA
"17730","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC741","","9/12/11",1647,39.700794,-96.754517,10270207,2874.32991898148,2011,1.522,0.1,27.2882,13.1,0.1,0.05,8.8,528.6,334.8173,0.675,75,1.447,0.31,NA,NA
"17731","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC741","","9/12/11",1652,39.700794,-96.754517,10270207,2874.3333912037,2011,1.4,0.1,27.2638,13.11,0.1,0.05,8.8,529.6,334.0993,0.677,78,1.325,0.33,NA,NA
"17732","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC741","","12/12/11",1030,39.700794,-96.754517,10270207,2965.06811342593,2011,2.8671,0.1,34.6057,13.01,2.051,0.1111,7.9,683.2,416.0375,0.361,51,0.705,NA,NA,NA
"17733","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC741","","1/10/12",1432,39.700794,-96.754517,10270207,2994.23616898148,2012,2.2454,0.1,34.8833,14.24,1.7566,0.0908,7.9,758.2,432.3461,0.221,10,0.398,NA,NA,NA
"17734","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC741","","4/25/12",935,39.700794,-96.754517,10270207,3100.02991898148,2012,2.7181,0.1,29.6826,8.22,1.7691,0.073,8.1,631.4,409.7686,0.99,95,0.876,5.58,NA,NA
"17735","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC741","","7/11/12",1011,39.700794,-96.754517,10270207,3177.05491898148,2012,0.444,0.1,42.9046,8.4,0.1,0.05,8,724.6,457.663,0.567,43,0.369,NA,NA,NA
"17736","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC741","","10/10/12",909,39.700794,-96.754517,10270207,3268.01186342593,2012,0.416,0.1,70.1812,10.73,0.1,0.05,8.3,888.3,526.4631,0.203,10,0.341,0.3,NA,NA
"17737","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC741","","2/13/13",836,39.700794,-96.754517,10270207,3393.98894675926,2013,1.8178,0.1,35.5514,12.55,1.2303,0.0915,7.8,681,421.9002,0.221,28,0.496,0.3,NA,NA
"17738","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC741","","2/13/13",841,39.700794,-96.754517,10270207,3393.99241898148,2013,1.8285,0.1,35.1914,12.64,1.2424,0.0831,7.8,673.4,417.5535,0.24,28,0.503,0.3,NA,NA
"17739","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC741","","5/14/13",1357,39.700794,-96.754517,10270207,3484.21186342593,2013,2.822,0.1,27.4286,9.23,1.39,0.05,8,590.2,381.5301,0.479,166,1.407,4.56,NA,NA
"17740","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC741","","8/13/13",1429,39.700794,-96.754517,10270207,3575.23408564815,2013,3.1597,0.1,9.2434,7.15,0.6817,0.05,7.7,327.6,254.9319,0.906,688,2.453,NA,NA,NA
"17741","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC741","","11/5/13",1424,39.700794,-96.754517,10270207,3659.23061342593,2013,1.3041,0.1,35.846,10.3,0.7491,0.05,7.9,579,345.9338,0.446,23,0.53,0.3,NA,NA
