"","BASIN","PROG_CODE","SITE_NAME","SITE_LOCT","COL_DATE","COL_TIME","Lat","Long","huc08","dt","year","Total_N","AMMONIA","CHLORIDE","DISOXY","NITRATE","NITRITE","PHFIELD","SPEC_COND","TDS","PHOSPHU","TSS","KJELDAHL","ATRAZIN","CHLOROPH","FECCOLI"
"3740","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC251","","11/6/17",1047,39.00939,-94.81604,10270104,5121.07991898148,2017,3.245,0.1,78,13,2.9,0.05,7.9,860,490,0.086,10,0.32,NA,NA,NA
"3741","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC251","","3/5/18",1045,39.00939,-94.81604,10270104,5240.07853009259,2018,3.505,0.1,420,11,2.8,0.05,8.1,2000,1000,0.12,10,0.68,NA,NA,NA
"3742","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC251","","6/18/18",1211,39.00939,-94.81604,10270104,5345.13825231481,2018,0.965,0.1,150,7.1,0.51,0.05,7.6,930,490,0.16,10,0.43,0.3,NA,NA
"3743","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC251","","9/24/18",1058,39.00939,-94.81604,10270104,5443.08755787037,2018,5.375,0.1,130,7,4.7,0.05,7.5,970,550,0.23,10,0.65,0.3,NA,NA
"3744","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC251","","12/10/18",1124,39.00939,-94.81604,10270104,5520.10561342593,2018,2.995,0.1,180,14,2.6,0.05,7.9,1100,680,0.074,10,0.37,NA,NA,NA
"3745","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC251","","1/28/19",1016,39.00939,-94.81604,10270104,5569.0583912037,2019,2.255,0.1,270,12,1.8,0.05,7.4,1400,800,0.11,10,0.43,0.3,NA,NA
"3746","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC251","","4/1/19",830,39.00939,-94.81604,10270104,5631.98478009259,2019,1.435,0.1,160,11,1,0.05,7.5,1100,590,0.045,20,0.41,NA,NA,NA
"3747","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC251","","7/8/19",935,39.00939,-94.81604,10270104,5730.02991898148,2019,1.325,0.1,69,6.7,0.91,0.05,7.5,700,380,0.1,10,0.39,0.3,NA,NA
"3748","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC251","","10/21/19",924,39.00939,-94.81604,10270104,5835.02228009259,2019,3.355,0.1,110,8.9,2.9,0.05,7.8,930,530,0.13,10,0.43,0.3,NA,NA
"3749","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC251","","2/3/20",952,39.00939,-94.81604,10270104,5940.04172453704,2020,1.955,0.1,290,10.5,1.6,0.05,8,1400,830,0.063,10,0.33,NA,NA,NA
"3750","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC251","","2/3/20",957,39.00939,-94.81604,10270104,5940.04519675926,2020,1.875,0.1,290,10.8,1.6,0.05,8.1,1500,840,0.059,10,0.25,NA,NA,NA
"3751","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC251","","8/3/20",958,39.00939,-94.81604,10270104,6122.0458912037,2020,1.525,0.1,82,NA,0.98,0.05,7.7,710,410,0.13,12,0.52,NA,NA,NA
"3752","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC251","","11/30/20",744,39.00939,-94.81604,10270104,6240.95283564815,2020,2.115,0.1,120,NA,1.7,0.05,8,870,500,0.095,10,0.39,0.3,NA,NA
"3753","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC251","","3/1/21",722,39.00939,-94.81604,10270104,6331.93755787037,2021,3.726,0.1,450,NA,3.1,0.066,7.8,1900,1100,0.088,10,0.56,0.3,NA,NA
"3754","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC251","","6/22/21",824,39.00939,-94.81604,10270104,6444.98061342593,2021,2.43,0.1,140,NA,1.5,0.3,7.5,990,610,0.084,10,0.63,0.3,NA,NA
"3755","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC251","","9/7/21",740,39.00939,-94.81604,10270104,6521.95005787037,2021,2.575,0.1,70,NA,2.1,0.05,7.9,750,440,0.088,10,0.45,0.3,NA,NA
"3756","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC251","","12/6/21",812,39.00939,-94.81604,10270104,6611.97228009259,2021,4.03,0.1,120,NA,3.5,0.06,7.8,920,580,0.066,10,0.47,NA,NA,NA
"3757","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC251","","1/24/22",849,39.00939,-94.81604,10270104,6660.99797453704,2022,4.57,0.1,440,NA,4.1,0.09,7.9,1800,1200,0.097,10,0.38,0.3,NA,NA
"3758","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC251","","4/26/22",841,39.00939,-94.81604,10270104,6752.99241898148,2022,0.885,0.1,170,NA,0.46,0.05,7.5,910,590,0.049,10,0.4,0.3,NA,NA
"3759","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC251","","7/5/22",845,39.00939,-94.81604,10270104,6822.99519675926,2022,1.475,0.1,110,NA,0.97,0.05,7.5,650,460,0.14,10,0.48,NA,NA,NA
"3760","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC251","","10/18/22",822,39.00939,-94.81604,10270104,6927.97922453704,2022,2.895,0.1,140,NA,2.4,0.05,7.5,830,550,0.39,10,0.47,0.3,NA,NA
"3761","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC251","","2/7/23",824,39.00939,-94.81604,10270104,7039.98061342593,2023,4.075,0.1,220,NA,3.7,0.05,7.8,1200,740,0.058,10,0.35,0.3,NA,NA
"3762","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC251","","5/2/23",619,39.00939,-94.81604,10270104,7123.89380787037,2023,2.005,0.1,140,NA,1.6,0.05,7.6,920,620,0.054,10,0.38,NA,NA,NA
"3763","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC251","","8/8/23",645,39.00939,-94.81604,10270104,7221.91186342593,2023,1.015,0.1,110,NA,0.89,0.05,7.6,740,530,0.17,10,0.2,0.3,NA,NA
"3764","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC251","","11/28/23",750,39.00939,-94.81604,10270104,7333.95700231481,2023,3.125,0.1,290,NA,2.9,0.05,7.8,NA,910,0.087,10,0.2,0.3,NA,NA
"3765","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC251","","3/5/24",801,39.00939,-94.81604,10270104,7431.9646412037,2024,4.83,0.1,230,NA,4.3,0.09,7.5,1200,680,0.035,12,0.44,0.3,NA,NA
"3766","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC251","","6/17/24",929,39.00939,-94.81604,10270104,7536.02575231481,2024,1.265,0.1,130,NA,1,0.05,7.6,960,560,0.13,10,0.24,0.3,NA,NA
"3767","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC251","","9/10/24",801,39.00939,-94.81604,10270104,7620.9646412037,2024,2.445,0.1,110,NA,2.1,0.05,7.6,850,3200,0.084,10,0.32,0.3,NA,NA
"3768","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC251","","12/3/24",854,39.00939,-94.81604,10270104,7705.00144675926,2024,2.835,0.1,150,NA,2.4,0.05,7.9,1000,550,0.087,10,0.41,0.3,NA,NA
"3769","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC251","","4/28/25",826,39.00939,-94.81604,10270104,7850.98200231481,2025,NA,NA,NA,NA,NA,NA,7.7,1000,620,NA,10,NA,0.3,NA,NA
"3770","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC252","","12/30/03",1255,38.95652,-94.91543,10270104,61.1688078703704,2003,0.734,0.1,82.01,13.3,0.47,0.05,8,722,451.582,0.367,10,0.239,0.49,NA,NA
"3771","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC252","","1/8/04",1408,38.95652,-94.91543,10270104,70.2195023148148,2004,2.533,0.1,132.72,14.8,1.98,0.05,7.8,1013,630.288,0.626,10,0.528,NA,NA,NA
"3772","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC252","","3/2/04",1401,38.95652,-94.91543,10270104,124.214641203704,2004,1.706,0.1,100.96,13.3,0.96,0.05,8,746.8,459.119,0.26,10,0.721,0.3,NA,NA
"3773","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC252","","5/6/04",1248,38.95652,-94.91543,10270104,189.163946759259,2004,5.358,0.1,89.45,7.5,4.42,0.11,7.8,846.2,526.522,0.871,21,0.828,NA,NA,NA
"3774","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC252","","7/8/04",1342,38.95652,-94.91543,10270104,252.201446759259,2004,1.439,0.1,39.86,7.9,0.59,0.12,7.9,598.6,365.722,0.226,23,0.729,0.75,NA,NA
"3775","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC252","","9/9/04",1354,38.95652,-94.91543,10270104,315.209780092593,2004,2.739,0.1,34.15,8.3,2.02,0.05,8,588.3,352.106,0.39,10,0.694,NA,NA,NA
"3776","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC252","","11/4/04",1244,38.95652,-94.91543,10270104,371.161168981481,2004,1.657,0.182,30,9.6,0.28,0.05,7.7,484.1,302.886,0.22,53,1.352,0.49,NA,NA
"3777","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC252","","2/3/05",1329,38.95652,-94.91543,10270104,462.192418981481,2005,1.821,0.1,111.39,15.4,1.54,0.05,8.1,866.1,508.221,0.302,10,0.256,0.3,NA,NA
"3778","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC252","","4/7/05",1329,38.95652,-94.91543,10270104,525.192418981482,2005,2.474,0.1,75.07,8.5,1.8,0.05,7.9,772.3,456.695,0.659,10,0.649,NA,NA,NA
"3779","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC252","","6/2/05",1419,38.95652,-94.91543,10270104,581.227141203704,2005,2.882,0.1,55.44,7.2,2.09,0.08,7.6,601,359.761,0.715,35,0.712,0.36,NA,NA
"3780","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC252","","8/4/05",1302,38.95652,-94.91543,10270104,644.173668981481,2005,7.84,0.1,89.55,7.2,7.03,0.05,7.6,844.7,535.47,1.168,18,0.785,NA,NA,NA
"3781","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC252","","10/6/05",1301,38.95652,-94.91543,10270104,707.172974537037,2005,2.364,0.1,37.83,8.6,2,0.05,7.5,659.6,409.95,0.353,12,0.339,0.46,NA,NA
"3782","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC252","","12/8/05",1433,38.95652,-94.91543,10270104,770.236863425926,2005,7.878,0.1,80.47,13.7,6.96,0.14,7.8,863.2,489.078,1.416,15,0.778,NA,NA,NA
"3783","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC252","","1/5/06",1241,38.95652,-94.91543,10270104,798.159085648148,2006,2.225,0.1,69.06,12.1,1.74,0.05,7.8,795.5,454.838,0.593,10,0.46,NA,NA,NA
"3784","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC252","","3/9/06",1512,38.95652,-94.91543,10270104,861.263946759259,2006,4.015,0.175,91.47,8.3,2.95,0.06,7.4,826,513.668,0.805,10,1.005,0.45,NA,NA
"3785","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC252","","5/4/06",1411,38.95652,-94.91543,10270104,917.221585648148,2006,1.641,0.1,39.42,8.7,1.2,0.05,7.4,641,396.837,0.22,32,0.416,NA,NA,NA
"3786","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC252","","7/6/06",1404,38.95652,-94.91543,10270104,980.216724537037,2006,3.301,0.1,38.01,6.6,2.63,0.05,7.2,454.4,257.417,0.713,30,0.646,0.3,NA,NA
"3787","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC252","","9/7/06",1240,38.95652,-94.91543,10270104,1043.1583912037,2006,5.911,0.1,80.04,8.3,4.8,0.05,7.5,829.1,492.178,1.016,11,1.086,NA,NA,NA
"3788","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC252","","11/2/06",1216,38.95652,-94.91543,10270104,1099.14172453704,2006,1.82,0.1,54.58,11,0.93,0.05,7.5,685.1,410.032,0.385,10,0.865,0.5,NA,NA
"3789","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC252","","2/8/07",1313,38.95652,-94.91543,10270104,1197.18130787037,2007,5.908,0.359,152.33,13.6,4.35,0.09,8.1,1052,594.276,1.055,31,1.468,NA,NA,NA
"3790","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC252","","4/5/07",1344,38.95652,-94.91543,10270104,1253.20283564815,2007,2.086,0.1,55.32,11.1,1.54,0.05,7.9,697.4,397.39,0.195,10,0.521,0.3,NA,NA
"3791","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC252","","6/7/07",1209,38.95652,-94.91543,10270104,1316.13686342593,2007,2.86,0.1,45.09,7.8,1.92,0.05,8,619.6,373.246,0.362,15,0.915,NA,NA,NA
"3792","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC252","","8/9/07",1224,38.95652,-94.91543,10270104,1379.14728009259,2007,1.357,0.1,24.87,7.31,0.38,0.05,7.5,409.9,246.494,0.318,147,0.952,0.47,NA,NA
"3793","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC252","","10/4/07",1335,38.95652,-94.91543,10270104,1435.19658564815,2007,4.23,0.1,56.46,8.22,3.49,0.05,7.4,684.4,379.491,0.772,14,0.715,NA,NA,NA
"3794","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC252","","12/18/07",1238,38.95652,-94.91543,10270104,1510.15700231481,2007,2.818,0.1,162.99,13.5,2.12,0.08,8,1073,612.297,0.397,10,0.618,0.3,NA,NA
"3795","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC252","","1/9/08",1326,38.95652,-94.91543,10270104,1532.19033564815,2008,1.863,0.111,102.99,13.96,0.97,0.16,7.8,819.3,472.486,0.22,10,0.733,0.3,NA,NA
"3796","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC252","","3/5/08",1314,38.95652,-94.91543,10270104,1588.18200231481,2008,1.94,0.1,76.96,12.25,1.26,0.05,7.5,745.5,435.809,0.16,21,0.655,NA,NA,NA
"3797","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC252","","5/7/08",1326,38.95652,-94.91543,10270104,1651.19033564815,2008,1.683,0.1,48.83,9.07,1.31,0.05,7.6,668.8,397.365,0.193,15,0.348,1.8,NA,NA
"3798","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC252","","5/7/08",1331,38.95652,-94.91543,10270104,1651.19380787037,2008,1.602,0.1,46.91,9.28,1.25,0.05,7.6,674.1,386.298,0.186,14,0.327,1.8,NA,NA
"3799","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC252","","7/9/08",1340,38.95652,-94.91543,10270104,1714.20005787037,2008,3.436,0.1,48.38,7.87,2.89,0.05,7.4,664.5,377.238,0.824,10,0.521,NA,NA,NA
"3800","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC252","","9/3/08",1329,38.95652,-94.91543,10270104,1770.19241898148,2008,5.112,0.1,70.8,6.73,4.24,0.05,7.6,762.5,430.926,1.351,10,0.847,0.3,NA,NA
"3801","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC252","","11/13/08",1315,38.95652,-94.91543,10270104,1841.18269675926,2008,2.082,0.1,36.05,11.05,1.57,0.05,7.7,633.7,348.781,0.38,10,0.462,NA,NA,NA
"3802","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC252","","2/4/09",1400,38.95652,-94.91543,10270104,1924.21394675926,2009,5.405,0.1,110.52,15.23,3.53,0.72,7.6,941.5,519.952,0.915,10,1.155,0.55,NA,NA
"3803","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC252","","4/6/09",1440,38.95652,-94.91543,10270104,1985.24172453704,2009,2.132,0.1,70.215,15.68,1.626,0.05,7.6,757.2,445.663,0.201,10,0.481,NA,NA,NA
"3804","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC252","","6/3/09",1154,38.95652,-94.91543,10270104,2043.12644675926,2009,2.952,0.1,44.723,8.23,2.229,0.05,7.6,609.6,359.861,0.531,28,0.698,0.6,NA,NA
"3805","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC252","","10/7/09",1408,38.95652,-94.91543,10270104,2169.21950231481,2009,9.982,0.1,73.496,8.9,9.102,0.05,7.7,825.1,483.54,1.217,15,0.855,0.34,NA,NA
"3806","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC252","","12/29/09",1413,38.95652,-94.91543,10270104,2252.22297453704,2009,2.426,0.1,76.603,14.11,1.81,0.106,7.8,780.8,455.43,0.268,10,0.51,NA,NA,NA
"3807","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC252","","1/13/10",1415,38.95652,-94.91543,10270104,2267.22436342593,2010,2.798,0.1,88.398,14.54,2.08,0.158,7.4,842.5,478.304,0.5,10,0.56,0.3,NA,NA
"3808","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC252","","4/28/10",1424,38.95652,-94.91543,10270104,2372.23061342593,2010,2.374,0.1,64.96,10.11,1.722,0.105,7.7,744.3,445.934,0.236,12,0.547,NA,NA,NA
"3809","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC252","","7/26/10",1416,38.95652,-94.91543,10270104,2461.22505787037,2010,1.737,0.1,26.62,7.7,0.91,0.05,7.8,479.9,274.34,0.196,13,0.802,0.3,NA,NA
"3810","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC252","","10/12/10",1411,38.95652,-94.91543,10270104,2539.22158564815,2010,12.502,0.1,82.306,8.82,11.377,0.159,7.6,834.8,490.656,1.793,10,0.966,NA,NA,NA
"3811","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC252","","2/28/11",1240,38.95652,-94.91543,10270104,2678.1583912037,2011,2.324,0.1,78.368,11.89,1.296,0.167,8,684.1,389.285,0.143,127,0.861,0.43,NA,NA
"3812","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC252","","5/24/11",1327,38.95652,-94.91543,10270104,2763.19103009259,2011,2.1636,0.1,70.6023,7.59,1.5142,0.1114,7.9,724.3,411.9413,0.268,24,0.538,NA,NA,NA
"3813","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC252","","8/9/11",1327,38.95652,-94.91543,10270104,2840.19103009259,2011,12.8215,0.1,108.3719,6.49,11.9647,0.1268,7.9,1040,624.1314,2.03,10,0.73,0.3,NA,NA
"3814","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC252","","11/29/11",1252,38.95652,-94.91543,10270104,2952.16672453704,2011,2.4444,0.229,65.3418,12.79,1.584,0.2354,7.9,720.6,411.2173,0.281,10,0.625,NA,NA,NA
"3815","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC252","","3/5/12",1424,38.95652,-94.91543,10270104,3049.23061342593,2012,4.9638,0.1,81.5256,15.28,4.1234,0.1354,8.2,809.7,471.7766,0.552,10,0.705,0.32,NA,NA
"3816","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC252","","6/18/12",1515,38.95652,-94.91543,10270104,3154.26603009259,2012,7.6521,0.1,91.6378,7.28,6.6673,0.1178,7.8,881.9,523.6147,1.117,10,0.867,NA,NA,NA
